left_elbow_angle,right_elbow_angle,left_knee_angle,right_knee_angle,shoulder_angle,hip_angle,left_arm_length,right_arm_length,left_leg_length,right_leg_length,torso_length,frame_name
163.56993458148276,160.64927327504438,141.94258489634643,143.00809222131713,69.31158252612771,97.72326135325976,17.33600023845038,16.785400267181164,16.685400554026693,15.882562553124187,13.67528523840296,P1_V10_Phase1_frame217.jpg
122.89826559773594,166.35769346587816,164.1892843911529,168.62193265971285,108.69762914662506,104.36908001021146,2.3560872199759753,2.218535896711308,3.1525663334143497,3.212424679465846,1.602577442043529,P1_V10_Phase1_frame218.jpg
71.90220967106191,163.52671615459698,169.5254006353964,174.75795637250908,89.5654705077597,96.85138538453121,3.5382371703833613,1.8022665601216423,2.8035055260475037,2.6895432467542157,2.034806889210239,P1_V10_Phase1_frame219.jpg
103.98137795605611,113.49816280689777,179.08451125058352,179.7610216716831,98.9234880944869,92.12088914802783,2.2708893895536013,1.2735196187978053,3.1712219222693854,3.092537996994628,1.9324150713838244,P1_V10_Phase1_frame220.jpg
155.8889946354367,9.50251640333438,121.31842949794382,144.32181621949738,139.16931323113752,117.59878181287881,2.4503145328623765,3.1104277041200596,9.733510949794752,7.709672269275979,5.152034074398944,P1_V10_Phase10_frame7022.jpg
116.60062030887248,121.46584856326702,147.2774410028523,163.48684768240258,113.16089366204505,68.34652460914566,10.802415615882925,8.875228095539121,15.136724453136932,13.100906777820592,10.056186092478445,P1_V10_Phase10_frame7023.jpg
82.95407985587647,75.72849908192545,123.60906121788888,136.7334479453983,115.0318376950122,96.97319035441608,2.2239929953517317,1.7857935330874786,5.116186764664432,4.6601509962717325,3.2350879166342064,P1_V10_Phase10_frame7024.jpg
82.95407985587647,75.72849908192545,123.60906121788888,136.7334479453983,115.0318376950122,96.97319035441608,2.2239929953517317,1.7857935330874786,5.116186764664432,4.6601509962717325,3.2350879166342064,P1_V10_Phase10_frame7025.jpg
137.65188610508633,129.5619288212088,168.65729197111588,170.32004978522636,143.04835998260765,72.06462721848378,1.4784644416023127,2.9721143549618523,3.6412810216123583,3.884745721483963,2.0392384639907664,P1_V10_Phase11_frame7273.jpg
138.38374409830772,103.0306303384556,159.75379355073613,155.23269952557885,92.1404449858135,67.62379795229293,3.6539628066211502,4.436067533765723,6.831698849240516,7.131616359991288,4.2820480785487005,P1_V10_Phase11_frame7274.jpg
